,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
404,96,Mushfiqur Rahim,56029,Hardik Pandya,625371,"Pandya to Mushfiqur Rahim, 1 run fullish length on fifth stump, drives away from his body, very thick edge goes fine to third man on the rope.",2nd innings,15.6,run,75,1,75/2,"Pandya to Mushfiqur Rahim, 1 run",,"fullish length on fifth stump, drives away from his body, very thick edge goes fine to third man on the rope.",2
405,97,Mushfiqur Rahim,56029,Yuzvendra Chahal,430246,"Chahal to Mushfiqur Rahim, 1 run floated full on off stump, steps away to create room and drives to long-off.",2nd innings,16.1,run,76,1,76/2,"Chahal to Mushfiqur Rahim, 1 run",,"floated full on off stump, steps away to create room and drives to long-off.",2
406,98,Shakib Al Hasan,56143,Yuzvendra Chahal,430246,"Chahal to Shakib Al Hasan, 1 run flighted full on middle stump, tickled off a thin edge/glove prodding forward with some extra bounce spinning in.",2nd innings,16.2,run,77,1,77/2,"Chahal to Shakib Al Hasan, 1 run",,"flighted full on middle stump, tickled off a thin edge/glove prodding forward with some extra bounce spinning in.",2
407,99,Mushfiqur Rahim,56029,Yuzvendra Chahal,430246,"Chahal to Mushfiqur Rahim, 1 run flighted full on middle at 81 kph, drives a thick edge through point.",2nd innings,16.3,run,78,1,78/2,"Chahal to Mushfiqur Rahim, 1 run",,"flighted full on middle at 81 kph, drives a thick edge through point.",2
408,100,Shakib Al Hasan,56143,Yuzvendra Chahal,430246,"Chahal to Shakib Al Hasan, no run flatter and quicker a touch at 83 kph on middle and off, goes back to defend to midwicket.",2nd innings,16.4,no run,78,0,78/2,"Chahal to Shakib Al Hasan, no run",,"flatter and quicker a touch at 83 kph on middle and off, goes back to defend to midwicket.",2
409,101,Shakib Al Hasan,56143,Yuzvendra Chahal,430246,"Chahal to Shakib Al Hasan, 1 run floated a bit more on middle and off at the same speed, reaches forward to nudge this behind square.",2nd innings,16.5,run,79,1,79/2,"Chahal to Shakib Al Hasan, 1 run",,"floated a bit more on middle and off at the same speed, reaches forward to nudge this behind square.",2
410,102,Mushfiqur Rahim,56029,Yuzvendra Chahal,430246,"Chahal to Mushfiqur Rahim, no run very full on middle stump at 86 kph, pushed back to Chahal's left.",2nd innings,16.6,no run,79,0,79/2,"Chahal to Mushfiqur Rahim, no run",,"very full on middle stump at 86 kph, pushed back to Chahal's left.",2
411,103,Shakib Al Hasan,56143,Hardik Pandya,625371,"Pandya to Shakib Al Hasan, 1 run good length ball on fourth stump at 133 kph, opens the face to glide this fine to third man.",2nd innings,17.1,run,80,1,80/2,"Pandya to Shakib Al Hasan, 1 run",,"good length ball on fourth stump at 133 kph, opens the face to glide this fine to third man.",2
412,104,Mushfiqur Rahim,56029,Hardik Pandya,625371,"Pandya to Mushfiqur Rahim, no run good length ball on off stump, Mushfiqur tries to glide this behind point but picks out the fielder on the ring.",2nd innings,17.2,no run,80,0,80/2,"Pandya to Mushfiqur Rahim, no run",,"good length ball on off stump, Mushfiqur tries to glide this behind point but picks out the fielder on the ring.",2
413,105,Mushfiqur Rahim,56029,Hardik Pandya,625371,"Pandya to Mushfiqur Rahim, 2 runs short on fifth stump, pulled in front of square wide of midwicket for a lengthy two. Thought about coming back for three briefly but good work by the sweeper.",2nd innings,17.3,run,82,2,82/2,"Pandya to Mushfiqur Rahim, 2 runs",,"short on fifth stump, pulled in front of square wide of midwicket for a lengthy two. Thought about coming back for three briefly but good work by the sweeper.",2
414,106,Mushfiqur Rahim,56029,Hardik Pandya,625371,"Pandya to Mushfiqur Rahim, 1 run short ball on the stumps, pulled this time firmly to the man on the leg side boundary.",2nd innings,17.4,run,83,1,83/2,"Pandya to Mushfiqur Rahim, 1 run",,"short ball on the stumps, pulled this time firmly to the man on the leg side boundary.",2
415,107,Shakib Al Hasan,56143,Hardik Pandya,625371,"Pandya to Shakib Al Hasan, FOUR runs fullish length on fourth stump, drives at this and gets a thickish edge through where second slip might be. Goes fine past Dhoni and races to beat third man on the rope.",2nd innings,17.5,four,87,4,87/2,"Pandya to Shakib Al Hasan, FOUR runs",,"fullish length on fourth stump, drives at this and gets a thickish edge through where second slip might be. Goes fine past Dhoni and races to beat third man on the rope.",2
416,108,Shakib Al Hasan,56143,Hardik Pandya,625371,"Pandya to Shakib Al Hasan, 1 run short on the body, pulled behind square to deep fine leg.",2nd innings,17.6,run,88,1,88/2,"Pandya to Shakib Al Hasan, 1 run",,"short on the body, pulled behind square to deep fine leg.",2
417,109,Shakib Al Hasan,56143,Yuzvendra Chahal,430246,"Chahal to Shakib Al Hasan, no run flighted full on off stump at 80 kph, goes for a slog and flubs this into the ground to midwicket.",2nd innings,18.1,no run,88,0,88/2,"Chahal to Shakib Al Hasan, no run",,"flighted full on off stump at 80 kph, goes for a slog and flubs this into the ground to midwicket.",2
418,110,Shakib Al Hasan,56143,Yuzvendra Chahal,430246,"Chahal to Shakib Al Hasan, no run flighted outside off at 75 kph, draws Shakib out of the crease to flick but straight to midwicket.",2nd innings,18.2,no run,88,0,88/2,"Chahal to Shakib Al Hasan, no run",,"flighted outside off at 75 kph, draws Shakib out of the crease to flick but straight to midwicket.",2
419,111,Shakib Al Hasan,56143,Yuzvendra Chahal,430246,"Chahal to Shakib Al Hasan, 1 run flatter on leg stump at 89 kph, Shakib goes back to flick through square leg.",2nd innings,18.3,run,89,1,89/2,"Chahal to Shakib Al Hasan, 1 run",,"flatter on leg stump at 89 kph, Shakib goes back to flick through square leg.",2
420,112,Mushfiqur Rahim,56029,Yuzvendra Chahal,430246,"Chahal to Mushfiqur Rahim, FOUR runs flighted fullish on leg stump, flicked off the pads behind square. Fine leg ranges right and dives over the top of the ball to turn one into a boundary. Chahal with a double-tea pot staring at the fielder.",2nd innings,18.4,four,93,4,93/2,"Chahal to Mushfiqur Rahim, FOUR runs",,"flighted fullish on leg stump, flicked off the pads behind square. Fine leg ranges right and dives over the top of the ball to turn one into a boundary. Chahal with a double-tea pot staring at the fielder.",2
421,113,Mushfiqur Rahim,56029,Yuzvendra Chahal,430246,"Chahal to Mushfiqur Rahim, FOUR runs <strong>slog sweep is sweet!</strong> Flighted on off stump on a fullish length, Mushfiqur attacks against the spin but times this to perfection high over midwicket, three bounces over the rope.",2nd innings,18.5,four,97,4,97/2,"Chahal to Mushfiqur Rahim, FOUR runs",,"<strong>slog sweep is sweet!</strong> Flighted on off stump on a fullish length, Mushfiqur attacks against the spin but times this to perfection high over midwicket, three bounces over the rope.",2
422,114,Mushfiqur Rahim,56029,Yuzvendra Chahal,430246,"Chahal to Mushfiqur Rahim, 1 run flighted full on off, pushed into the covers off the front foot.",2nd innings,18.6,run,98,1,98/2,"Chahal to Mushfiqur Rahim, 1 run",,"flighted full on off, pushed into the covers off the front foot.",2
423,115,Mushfiqur Rahim,56029,Hardik Pandya,625371,"Pandya to Mushfiqur Rahim, 1 run fullish length on fourth stump angled in and guided behind point. Mushfiqur wanted two initially as it was quite square of deep third man, but slipped while turning at the non-striker's end.",2nd innings,19.1,run,99,1,99/2,"Pandya to Mushfiqur Rahim, 1 run",,"fullish length on fourth stump angled in and guided behind point. Mushfiqur wanted two initially as it was quite square of deep third man, but slipped while turning at the non-striker's end.",2
424,116,Shakib Al Hasan,56143,Hardik Pandya,625371,"Pandya to Shakib Al Hasan, no run fullish length on fourth stump angled in from around the wicket, defended on the front foot to backward point.",2nd innings,19.2,no run,99,0,99/2,"Pandya to Shakib Al Hasan, no run",,"fullish length on fourth stump angled in from around the wicket, defended on the front foot to backward point.",2
425,117,Shakib Al Hasan,56143,Hardik Pandya,625371,"Pandya to Shakib Al Hasan, 2 runs short and wide outside off, cut behind point, cut off by third man for a pair to bring up the Bangladesh hundred to muffled cheers from the sparse Bangladesh fans scattered around Edgbaston. Heavily pro India crowd as expected.",2nd innings,19.3,run,101,2,101/2,"Pandya to Shakib Al Hasan, 2 runs",,"short and wide outside off, cut behind point, cut off by third man for a pair to bring up the Bangladesh hundred to muffled cheers from the sparse Bangladesh fans scattered around Edgbaston. Heavily pro India crowd as expected.",2
426,118,Shakib Al Hasan,56143,Hardik Pandya,625371,"Pandya to Shakib Al Hasan, 1 run short and wide, cut behind point but might tighter to the third man fielder this time around so they can only get one.",2nd innings,19.4,run,102,1,102/2,"Pandya to Shakib Al Hasan, 1 run",,"short and wide, cut behind point but might tighter to the third man fielder this time around so they can only get one.",2
427,119,Mushfiqur Rahim,56029,Hardik Pandya,625371,"Pandya to Mushfiqur Rahim, 1 run slower ball lands short on middle at 127 kph, Mushfiqur has to keep his hands back for a beat before continuing with a paddle pull behind square.",2nd innings,19.5,run,103,1,103/2,"Pandya to Mushfiqur Rahim, 1 run",,"slower ball lands short on middle at 127 kph, Mushfiqur has to keep his hands back for a beat before continuing with a paddle pull behind square.",2
428,120,Shakib Al Hasan,56143,Hardik Pandya,625371,"Pandya to Shakib Al Hasan, 1 run short of a length on fifth stump, cut behind point to the sweeper.",2nd innings,19.6,run,104,1,104/2,"Pandya to Shakib Al Hasan, 1 run",,"short of a length on fifth stump, cut behind point to the sweeper.",2
429,121,Shakib Al Hasan,56143,Yuzvendra Chahal,430246,"Chahal to Shakib Al Hasan, no run chips down the wicket, and mistimes a flick on to his boot. Luckily it doesn't go back to Dhoni",2nd innings,20.1,no run,104,0,104/2,"Chahal to Shakib Al Hasan, no run",,"chips down the wicket, and mistimes a flick on to his boot. Luckily it doesn't go back to Dhoni",2
430,122,Shakib Al Hasan,56143,Yuzvendra Chahal,430246,"Chahal to Shakib Al Hasan, no run tossed up around off stump, and he flicks this away close to square leg",2nd innings,20.2,no run,104,0,104/2,"Chahal to Shakib Al Hasan, no run",,"tossed up around off stump, and he flicks this away close to square leg",2
431,123,Shakib Al Hasan,56143,Yuzvendra Chahal,430246,"Chahal to Shakib Al Hasan, no run tossed up, he allows it to turn across him from off, and dabs this down towards short fine leg",2nd innings,20.3,no run,104,0,104/2,"Chahal to Shakib Al Hasan, no run",,"tossed up, he allows it to turn across him from off, and dabs this down towards short fine leg",2
432,124,Shakib Al Hasan,56143,Yuzvendra Chahal,430246,"Chahal to Shakib Al Hasan, 1 run fuller, and he can drive this past midwicket towards wide long on",2nd innings,20.4,run,105,1,105/2,"Chahal to Shakib Al Hasan, 1 run",,"fuller, and he can drive this past midwicket towards wide long on",2
433,125,Mushfiqur Rahim,56029,Yuzvendra Chahal,430246,"Chahal to Mushfiqur Rahim, 1 run goes back and cuts a length ball towards deep point",2nd innings,20.5,run,106,1,106/2,"Chahal to Mushfiqur Rahim, 1 run",,goes back and cuts a length ball towards deep point,2
434,126,Shakib Al Hasan,56143,Yuzvendra Chahal,430246,"Chahal to Shakib Al Hasan, 1 run uses his feet to get closer to a length ball, and drives him down to long on",2nd innings,20.6,run,107,1,107/2,"Chahal to Shakib Al Hasan, 1 run",,"uses his feet to get closer to a length ball, and drives him down to long on",2
435,127,Shakib Al Hasan,56143,Hardik Pandya,625371,"Pandya to Shakib Al Hasan, FOUR runs thrown wide, and he flays this through the point region. <strong>Hit so hard, gave third man really no chance of getting there!</strong>",2nd innings,21.1,four,111,4,111/2,"Pandya to Shakib Al Hasan, FOUR runs",,"thrown wide, and he flays this through the point region. <strong>Hit so hard, gave third man really no chance of getting there!</strong>",2
436,128,Shakib Al Hasan,56143,Hardik Pandya,625371,"Pandya to Shakib Al Hasan, 1 run length, angles into him, and he steers this late towards third man",2nd innings,21.2,run,112,1,112/2,"Pandya to Shakib Al Hasan, 1 run",,"length, angles into him, and he steers this late towards third man",2
437,129,Mushfiqur Rahim,56029,Hardik Pandya,625371,"Pandya to Mushfiqur Rahim, 1 run fuller, wider, and he drives this past point towards the man in the deep",2nd innings,21.3,run,113,1,113/2,"Pandya to Mushfiqur Rahim, 1 run",,"fuller, wider, and he drives this past point towards the man in the deep",2
438,130,Shakib Al Hasan,56143,Hardik Pandya,625371,"Pandya to Shakib Al Hasan, 1 run fuller, straight, and he ticks this off his pads towards Rishabh Pant at midwicket",2nd innings,21.4,run,114,1,114/2,"Pandya to Shakib Al Hasan, 1 run",,"fuller, straight, and he ticks this off his pads towards Rishabh Pant at midwicket",2
439,131,Mushfiqur Rahim,56029,Hardik Pandya,625371,"Pandya to Mushfiqur Rahim, 1 run short, and he rolls his wrists to keep a hook down. Goes to the left of long leg, and the fielder there chases this hard and keeps them down to just one",2nd innings,21.5,run,115,1,115/2,"Pandya to Mushfiqur Rahim, 1 run",,"short, and he rolls his wrists to keep a hook down. Goes to the left of long leg, and the fielder there chases this hard and keeps them down to just one",2
440,132,Shakib Al Hasan,56143,Hardik Pandya,625371,"Pandya to Shakib Al Hasan, 1 run length, angles into him, and he flicks him from the crease towards deep square leg",2nd innings,21.6,run,116,1,116/2,"Pandya to Shakib Al Hasan, 1 run",,"length, angles into him, and he flicks him from the crease towards deep square leg",2
441,133,Shakib Al Hasan,56143,Yuzvendra Chahal,430246,"Chahal to Shakib Al Hasan, no run length, turns into him, and grips a bit. He looks to flick, but gets a leading edge. It pops up, but lands short of the man at point, running to his left",2nd innings,22.1,no run,116,0,116/2,"Chahal to Shakib Al Hasan, no run",,"length, turns into him, and grips a bit. He looks to flick, but gets a leading edge. It pops up, but lands short of the man at point, running to his left",2
